regulator,coef_tumor,sem_tumor
MAPKAP1,0.0029185357609503,0.0001077284555308
HEY1,0.0029108580023588,0.0003413259972581
EDC3,0.0029095093706212,9.798197860615168e-05
MYB,0.0029073104974351,0.0003741182779253
ABHD13,0.0029058917928943,0.0001897524992828
ARRDC4,0.0029054919065358,0.0003348670308629
EMC9,0.0028919400786036,0.0002378024366015
DOP1B,0.0028874518959391,0.0001472230382237
ZNF154,0.0028859984453037,0.0002224289727625
MAU2,0.0028629132767003,0.0003210526391037
KRIT1,0.0028524524565121,0.0001065074763416
ITM2A,0.0028515476853245,2.274354531212978e-05
GNPDA2,0.0028449828461094,0.0001518657139586
DAPK2,0.0028429471550655,0.0002178956639339
ZNF608,0.0028396444460694,0.0001079429419069
SERPINH1,0.0028286493970473,0.0001652946355066
TMEM33,0.0028172939149585,0.0002152984308527
CNOT11,0.0028101827580233,0.0001523085651039
BPTF,0.0027996818156306,0.0004217616236004
CEP83,0.0027916097216584,0.0001701830296702
DTX4,0.002772599848884,0.0004216800776232
SP4,0.0027716550716092,0.0003461213059507
GSTP1,0.0027654099096,8.13169112709557e-05
NELFE,0.0027602985547825,0.0001143862928928
AUNIP,0.0027540023703861,0.0001931605554802
GCN1,0.0027514228301,0.0003361559646986
ING5,0.0027466394341657,0.000140447255364
ADAM9,0.0027417229838726,0.0001762299605241
GATAD1,0.0027384088162692,0.0002998792849036
CFD,0.0027320588197407,0.0001787134253987
PRKDC,0.0027306622269597,0.0001703586851942
GPR137B,0.0027202478800497,0.0003001919187851
IRF2,0.0027155615000721,0.0001887950321438
LAMTOR1,0.0027139342178131,0.0001253255819118
NMT2,0.0027138867215866,0.0001169391150221
ECSIT,0.002709748887035,0.0002149825526343
PFDN5,0.0027058597158239,0.0001977034978045
H3-5,0.0027050250085226,0.0001735294286926
HEXIM1,0.0027009736335224,0.0003661420896548
CDC25B,0.0026874595618113,0.0001571331420777
DIS3L2,0.0026766794342383,0.0002283519327283
EEFSEC,0.0026632472341145,0.0002567203254498
TM2D1,0.0026545475748865,0.0003347914947247
GPSM3,0.0026534565880968,9.409285959610764e-05
DHX40,0.0026459929710753,0.0001612529426189
ALG9,0.0026413169596991,0.000181427119323
BARX1,0.0026372962392455,0.0001353950019939
DEPDC5,0.0026243703686976,0.0002224944529518
IMMP2L,0.0026169710904592,0.0003335118879022
PRR12,0.0025907163502327,0.0003315057233729
ATIC,0.0025831653378351,7.708031947595071e-05
CSNK2A1,0.0025818009850962,0.0003698609665084
LIG1,0.0025667351389784,4.019270803427877e-05
DCAF16,0.0025625406290675,0.0001238342295177
EIF1AX,0.0025521224374111,0.0002099946662272
EMC2,0.002550202156424,0.0002728168400615
PGGT1B,0.002542552742475,0.0002115295632397
VPS41,0.0025375799032505,0.0001605650642156
LEO1,0.0025361079986237,0.0004294584393497
CYB5R4,0.0025248470341069,7.331222870552497e-05
ZNF507,0.0025218256709187,0.0003172915184286
APOBEC3G,0.0025110877808594,0.0002602912254249
TSC2,0.0025098459232178,0.0002847367265032
AP3S1,0.0024980536166182,0.0001447410416906
CAMK2N1,0.0024874637183463,0.0002967134034752
POLRMT,0.0024832843156352,0.0001979140718018
EFHC1,0.0024739336894857,2.502122813048816e-05
FAF2,0.0024728991679717,0.0002034201471994
PELO,0.0024684619824864,0.000264271328312
RAC2,0.0024583152541348,0.0002199977562942
DNAJC8,0.0024548104318227,0.0003911048725933
